index,product_name,about_product,review_title,review_content,img_link
602,"classmate drawing book - unruled, <number> pages, <number> mm x <number> mm - pack of <number>","the cover design of the notebook is subject to change, it depends on stock availabilitypack of <number> - unruled drawing book, <number>,pages, <number> mm x <number> mmnotebooks for every subject for hassle-free note-taking during classes or lectures.classmate uses elemental chlorine free paperthis notebook consists of quality papers","good product for beginners,wonderful,good,rate is affordable,nice will order again,very good deal,super,drawing books","good for learning drawing for kids. mrp of product is <number> <number> books , <number> a piece but amazon charged <number> initially. contacted customer service and got the difference in amount back.,great work experience.....,valuable,good product at affordable rate,nice will order again,very good deal,paper texture is good. best at this price,my kids like the drawing books n its value for money",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41KFL-3kiUL._SX300_SY300_QL70_FMwebp_.jpg
603,"boat airdopes <number> in ear bluetooth true wireless earbuds with upto <number> hours battery, ipx4, bluetooth v5.0, dual tone finish with mic","drivers- these true wireless earbuds have powerful <number> mm drivers for an enthralling playback experiencedual tone finish- its dual tone colours offer an aesthetical edge and define a true listening timeplayback- airdopes <number> offers a nonstop playback of up to <number> h with each charge and an additional <number> h playtime with the included charging caselightweight- these true wireless earbuds weigh about <number> g per each so you may keep them plugged for longer duration with comfortip rating- airdopes <number> is ipx4 rated for providing resistance against sweat, splash and dust scares.bluetooth- boat airdopes <number> offers true wireless experience with latest bluetooth v5.0.control- the tws earbuds offer easy access multifunction button controls with stereo calling feature","good,bluetooth range coverage is poor,good product,below average product model,good product.,complaint,to be honest these ear buds are actually decent and legit,nice product","good,good product but bluetooth coverage is poor. gets disconnected often.,good product but not comfortable, not fitted properly,i am writing this review after <number> year i have got this headphones it is almost <number> months now the right ear piece is not charging well even if i keep the office in the box for <number> hours <number> to <number> hours like that the charging is very low its not full its not getting full so this product last only for <number> year and in this one year the sound quality i can say it is very good but when i use it for so attend the calls the mic is very poor other person really cant able to hear me properly and also lot of noise.,descent product. i purchased this product on apr <number> and still using it without any issues.,my left side one is not working, i reset this as per the manual but still is not working plz help me,i really like its sound quality and also the less in the ear buds. also bass quality is good but could have been a bit better. overall this product is an awesome one <number> honetsly,for music its very goodsize is little bigger as expectedcalling quality is above average",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41IAc+vLV7S._SY300_SX300_.jpg
605,infinity,<number> hours playtime under optimum audio settingsdual equalizer modes for normal deep bass output. driver sensitivity <number> khz <number> mw <number> db. audio specifications impedenceohms <number> ohmsdeep bass output with <number> mm driversquick charging <number> minutes of charge gives <number> hours of playtimehands-free calling with <number> button remotecomfort cushionsvoice assistant integrationlight weight and flat foldable,"far better then expected,dual connectivity not present,good one,good,good product this price,nice sound,best for bass,good","well i had a notion that cheap bt headphones could not produce good sound.. well i was wrong.. n im glad .. i use iem, in ear wired headphones usually.. used sony skullcandy soundmagic kz.. m not gonna say its better then all of the above but u will be satisfied with the product.. sound quality is awesome.. bass is good not like in ear..but still wonderful and enough .. u cant have the effect of an in ear earphones bass quality in a cheap bt.. for that u need to spend at least <number> k i think.. it has a passive sound isolation.. nd its great.. due to its fit and the foam half of the outer noise gets substacted just by putting it on.. then the rest go out while the music is on.. dual mode is good.. but dont think anyone would use the normal mode.. cant use the phone eq on nt headphones thats a down side.. but u can use other third party eq or the eq in spotify or saavn works.. the headphones itself might feel it could break cos all of it is made of plastic.. but feels like its a good one... and wont break .. the pads are soft it dosent hurt the head or the ear.. used it for hours.. been hearing from a lot of review about the sound quality of these.. but believe me most of them r giving the review after using it for the first time.. headphone guide <number> u need to burn the drivers i mean u need to use the headphones for a couple of days to get its full potential.. and sound quality is very good.. vocals are easyly separated bass is enough.. treble is the right amount the way i like it sound stage is good due to being a on ear with big dynamic driver.. and u would feel the richness of the sound cos of the brand.. a better headphone is the one which creates good and detailed sound.. not those who are loud.. so yeah i would recommend this over boat. and one last thing.. due to it being only a bt headphone and no aux cable is available.. the sound quality deepeneds on the device ur using the bluetooth quality and the amount of sound out put it can produce.. u can charge it with ur nrml charger if its <number> v .. do not use fast charger.. been using it for two days now.. need to burn them drivers more.. and will update on the sound quality.. and yeah the battery back up is really good have used it for almost <number> hours still <number> charge left.. it shows in the bt connectivity sec on ur phone.. at the end if ur looking for a headphone with a good premium look a well reputed brand and great sound quality do buy this without a doubt.. this r satisfactory very much.. go for it.p. s amazon delivery is really not up to the mark.. even being a reputed company and all ow and another thing saw some complain about it being manufactured in china mine says manufactured in malaysia.. yes its a original one have registered it with harman audio..,everything, the bass, the battery ..is superb just a big and only problem, it doesnt support dual connectivity which is available in even boats below <number> headphonesdual connectivity is very much required for many, as we have to work together on smartphone laptop simultaneously.so, again again disconnecting from lapy the connecting to mobile is just pain.so, harman please include dual connectivity.bought this at <number> k,good one, but sound is low. who wants to listen music veru loud with high bass its not for them. also its not covering for me sometimes its giving pain while using long hours.,good,good product,good quality,agar build quility ko chhor diya jay to to yah headphone <number> tak k best headphone h,ok",https://m.media-amazon.com/images/I/41-U6BdQrcL._SX300_SY300_QL70_FMwebp_.jpg
606,zebronics zeb-companion <number> usb wireless keyboard and mouse set with nano receiver,"keyboard interface usb nano receiver total no.of keys <number> companion <number> is a wireless keyboard and mouse combo that comes with a nano receiver built for homeoffice use. plug and playmouse interface usb nano receiver resolution <number> dpi no. of buttons <number> mouse high precision compact ergonomic design advanced optical sensor technology nano receiver plug and playthe mouse that tags in this combo is ergonomically designed and super compact. it is a high precision mouse with <number> dpi, and three buttons.1 year warranty-from the date of purchasethe keyboard features <number> keys inclusive of a rupee key. it has a low battery led indication,and a power-saving mode.","worth buying !,good one for the offered price,good one in that budget,good one.,best at that price.,good,ok,very good product","i am using this product from last <number> days, and its working great.keyboard- keys are really soft touch and almost soundless. it automatically goes in power saving mode with in <number> m20 sec when not in use.mouse- works smooth works almost on every surface .fast-typers can also use this product. - yes.just that the materialplastic of the keyboard is expected within this price.,this model companion <number> keyboard buttons are not as comparable comfortable as other standard basic model availablehowever we need to practice to get used to it .overall it is ok for rough use , where we can avoid using laptop keyboard ..keyboard requires aaa battery and mouse require aa battery.. it could have maintained same.. need to check battery life of keyboard.mouse doesnt come with on off button to save battery life.,good,for the space im using, its good. one of the key came out then ive to replace. now working well. but not dependable bcos if u r not careful...... when the next one comes out cant say then its useless.,keyboard is excelent, but mouse quality is below average...but at that price a perfect choice.,good,ok,very good product",https://m.media-amazon.com/images/I/41UUBwBt05S._SX300_SY300_QL70_FMwebp_.jpg
607,amazonbasics <number> cm <number> k ultra hd smart led fire tv ab43 u20 ps,"resolution <number> k ultra hd <number> x <number> refresh rate <number> hertz <number> wide viewing angleconnectivity <number> hdmi <number> ports to connect set top box, blu ray players, gaming console <number> usb <number> and <number> usb <number> ports to connect hard drives and other usb devices ir port to control connected devices like soundbars, receivers and set top boxessound output inbuilt <number> watts powerful speakers dolby atmossmart tv features with built-in fire tv built in alexa and alexa voice controls dth set-top box integration to switch between dth tv channels and ott apps from home screen supported apps prime video netflix disney hotstar youtube <number> apps from fire os store display mirroring <number> ghz quad core processor <number> gb ramddr <number> gb flash memorydisplay a grade led panel dolby vision hdr <number> hlg amlogic <number> th generation imaging engine ultra bright screen advance picture processing anti-aliasing dynamic contrast dynamic backlightwarranty information <number> year comprehensive warranty on product and <number> year additional warranty on panel for malfunction arising from manufacturing defects. <number>-click warranty support, on amazon for malfunction arising from manufacturing defects. get brand authorized service, genuine parts and a paperless warranty claim experience through your amazon account. hassle free process with complete visibility to every step of your warranty claim for claiming warranty, a go to your orders section, b select the product, c click on get product support and d schedule an appointment.installationwall mountingdemo will be arranged by amazon home services. for warranty and device related issues, go to your orders on amazon.in or amazon shopping app locate your tv order select get product support and schedule a service. for any other information, please contact amazon customer support","after nearly one year use value for money tv, except for the sound,spectacular specification, build quality, and performance","whats not to love about this all-new <number> inch amazon fire tvunboxingthe whole experience from delivery to commissioning was completely seamless the packaging is strong and very sturdy, using a lot of bio-degradable materials the unboxing was a delight, and fixing the included wall mount was a piece of cake.amazon integrationnow comes the amazon magic! switch on the tv, and it already knew me, and my amazon prime account. after a brief online security check, all my content and apps automatically appeared on-screen, and setup was done!optical audio outim using a jbl soundbar with sub-woofer which are connected to my <number> inch amazon fire tv using an optical cable not supplied, and by simply changing settings on the tv my audio system automatically switches on and off with the tv, and the supplied tv remote has volume controls for my cinema sound. the sound reproduction is first class. i cant comment on the built-in tv speakers, because i havent used them.picture qualitythere are lots of presets for the screen, including natural, cinema, gaming, etc., and you can also set a customised screen to your own liking. the picture quality is excellent, every bit as good as my other tv from a famous brand that costs <number> x the price of my <number> inch amazon fire tv. im impressed!hdmi connectivityim only using hdmi1 because all my content is streamed and i have been using an amazon firestick, and google chromecast. the chromecast is plugged into hdmi1, and the tv automatically switches to it when you want to use it. however, i dont think ill be using the chromecast much, because fire tv is so good, and has an amazing remote control.im also using a <number> tb external hard drive plugged into the fast usb. playing movies, even in hd, is a perfect experience with no lag or juddering.access to the sockets on the wall-mounted tv is ok if you have small arms, and although im only using hdmi1, optical audio out and one usb, there is plenty of connectivity for other equipment.just one thing...this version of firetv only allows alexa to speak <number> languages, viz. english indian, or hindi.my amazon firestick, echo show <number>, echo show <number>, echo, and echo dot all have settings for english uk, aus, usa, etc, spanish, french, german, and many other languages. i really would like to use alexa on my <number> inch amazon fire tv in my native language - it makes it easier for alexa to understand me, and easier for me to understand alexa.i hope that this will come in a software update.conclusioni think that this <number> inch amazon fire tv is amazing, and i would recommend it without hesitation.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51z60rNcKSL._SY300_SX300_QL70_FMwebp_.jpg
609,"usha goliath go1200 wg heavy weight <number>-watt dry iron, <number> kg","heavy <number> kg for effective ironingpower <number> w for faster heatingdual coating weilberger gold soleplate for durability1.8 m long cord length for better reach. spray no360 deg swivel cord, fully covered convenient plastic bodyoverheat safety protectionindicator light for readiness","nice,heavy weight and good product.,value for money,looks good one but returned,i like it and good product,super build quality,nothing,best iron box","value for money, performance well,review after <number> month. good product. <number> stars.,easy to use, comfort to handle nice product,i got this dry iron today and it looks really good and i think it should be the ideal one for dry pressing and weight is quite heavy of <number> kg and its big one but weght might be a problem for week women. but unfortunately i have to return it as lot of scraches are there on non sticky plate and that will follow a further damaged over there in future. ut here i want to inform you that many people have already got these scratches and they have returned it. so be very careful to verify before using it,i like it overall the best.,heavy weight but i like it super build quality,valuable money,best iron box",https://m.media-amazon.com/images/I/31XPVmD8gUL._SX300_SY300_QL70_FMwebp_.jpg
610,"digitek lightweight portable aluminum alloy light stand for ring light, reflector, flash units, diffuser, portrait, softbox, studio lighting more ideal for outdoor indoor shoots","heavy-duty light-weight this must have light stand is strong enough to hold most equipment yet compact and light weight enough for travel. made of strong yet lightweight aluminum, this light stand transitions effortlessly from one spot to another and transports easily. this light stand offers a collapsible design where the handle rotates down, the legs contract and everything folds in, creating a short, compact size.jerk proof practical design comes with shock absorption springs mechanism that protects equipment and fingers from damage requires less efforts to assemble and disassemble. its all <number> sections are secured with flip locks for better hold and slip free experience.crafted for beginners to professionals capture vivid, professional-style photographs under perfect light with help of digitek light stand dls009 ft. from a novice to a professional anyone can use this equipment. compatible with most ring lights, light lamps, reflectors, umbrellas, flash units, etc.supports multiple light attachments this handy light stand accommodates a wide range of most light lamps, reflectors, umbrellas and comes loaded with user-friendly functions.handy and reliable stand this light stand gives you a chance to discover endless lighting possibilities. widely compatible with studio lights, flash units, ring lights, led video lights, led panels reflectors, umbrellas, light lamps, projectors etc. thus helps you target the light to your subject at any angle. perfect for indoor outdoor shooting, live streaming, video calling, flat lay more.","good,good stand in this price,stability,product is good quality but it has scratchs on it.,strong durability,nice product,fantastic,best light stand","nice product. will recommend. improve packing quality. had minor scratches on the product.,amazing stand in this price by amazonreally just loved it,stand stability is good. worth productquality of material is enough for all purpose decorations.,product which i have received got the exact product but there were scratch marks on body and the product box was damaged from top. as it is for gift i couldnt replace it because after replacement i will not get the product on time. please before sending the product re check the product quality and packaging.,good,good,nice product,im very happy buying this product, the legs so much strong, and height is <number> ft, preety nicethankyou amazon",https://m.media-amazon.com/images/I/31ouSkwWDmL._SX300_SY300_QL70_FMwebp_.jpg
611,"cafe jei french press coffee and tea maker <number> ml with <number> level filtration system, heat resistant borosilicate glass","<number> level filtration system - we use double stainless steel screen filters on a plunger supported by a spring loaded base plate to seal the edges, followed by a final top lid strainer to give you a pure brew with no grounds unlike other cheap presses. perfect to make fresh coffee, tea, espresso, cold brew or even latte. use the french press coffee machine to froth milk, the double screen filters make perfect milk froth for your latte.only the finest quality materials - every single metal piece is high-grade stainless steel giving the french press a resilient shine protecting it from rust. the large carafe is made of thick borosilicate glass that can withstand boiling water! the handle is sturdy and is made of high-grade heat-resistant material, making it easy to hold. all individual materials surpass fooddrink grade qualitybpa-free plastic lid strainer.maximum flavour - pressed coffee extracts the perfect amount of essentials oils and acids from the coffee bean for maximum flavor the preferred method for brewing for coffee enthusiasts everywhere.perfect gift for coffee and tea lovers - our french press coffee plunger makes an ideal gift for coffee and tea lovers. give those coffee and tea lovers a gift that they will remember forever.included - <number> bonus stainless steel screen filters <number> oz coffee measuring spoon, and a cleaning tool in the package.pinnacle of richness of nutrients taste pressed coffee extracts the perfect amount of essential oils and acids from the coffee bean for maximum flavor while allowing you to savor the deep-roasted flavor, full-body, and subtle notes of your favorite beans from your very first cup.","absolutely loving it!,excellent product,very nice,compact way to make coffee,good one for a black coffee lover,excellent purchase,great product!,perfect french press! i have got two of em!","i gifted it to my mother last month it was like love at first sip! easy to use, easy to clean, easy to flex, a blessing for any indian adult! still new to french press coffee, so i used south indian filter coffee for the past few weeks and could instantly feel the difference between a cup of freshly pressed coffee and one of instant coffee, although i have been advised to try grinding my own beans for optimum enjoyment. i seep my grounds for around <number>-<number> minutes after heating the press for around a minute or so with hot water and am amazed at how heat-resistant the glass is, i would however still advise taking precautions. the markings inside also provide a great measurement of how many cups i would end up making. not only have i used it for making coffee, but also to froth milk and to make tea. attaching photos of a coffee i made using this french press with a layer of frothed milk. ngl, one of the favorite purchases my family made, am thoroughly pleased and highly recommend it to anyone.,time saving coffeefilter.,been using this for many months now and its great. love that it has line measurements. only thing is i wish the top surface had an arrow-type bump on the plastic to point where the holes are you so you dont have to look down but you can just tell by touch.,delivery amazon delivery is always reliable and it didnt fail me this time too..packaging both outer packing and the product packaging were intact. product packing had the right information and was very usefulproduct very compact. we used several coffee makers in the market, but all required electricity to run. we wanted to have a non electric one which we can easily carry for outdoor and this one fits aptly to our requirements. just add the coffee powder and hot water. after a while when we press the central pipe, coffee comes out. the nozzle makes it convenient to pour it a cup.for this price in great india sale, i think its worth. i am inclined to give <number> star, but reserving <number> star now. will use it for a month and come back here to change my rating if it still satisfies me.,good one for a black coffee lover,very very happy with cafe jeis french press. it has become an important part of my daily ritual now in past <number> days. easy to use and maintain and would recommend buying without hesitation.,instruction manual could have been a hard copy..too much steps to get the ebook,got this french press last year and another one few days back! one for coffee another for green black tea.totally value for money. the built is solid and filtration is on point!super happy!!",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31YEW0-SNcL._SX300_SY300_QL70_FMwebp_.jpg
613,"elv aluminium adjustable mobile phone foldable holder tabletop stand dock mount for all smartphones, tabs, kindle, ipad","multi-angle adjustable stand free rotation of <number> degree viewing angle ensure the perfect angle of view and enhance the audiovideo experiencestylish design durable aluminum body, with a sturdy construction, can hold your phone steadilyenjoy life its convenient to cook meals when you learn cooking through video teaching, without worrying about soiling the smartphonesanti-slip pad the anti-slip pad works perfect to keep your devices in place while in use and prevent from daily scratches and slidingfully foldable elv cell phone stand for desk can be fully folded to pocket-size, which will save you plenty of space and make it easy to carry anywhere very convenient for daily life1 year warranty provided by the manufacturer from date of purchase","good one,almost perfect,go for it,good product,its folding system is good,very good product,great stand sturdy and good quality,good quality","good quality. can buy if its price is below <number>,good product but little expensive,good product, holds mobile and mediumsize tab.,a little costly,very nicely designed mobile holder with good quality. the best that i have purchased so far. go for it.,the package arrived a days early and it is a great product for the price its is very sturdyand looks of good quality,excellent product, good build quality, bigger compared to similar products.",https://m.media-amazon.com/images/I/41pmcRIe45L._SX300_SY300_QL70_ML2_.jpg
614,havells immersion hb15 <number> watt,nickel plating for corrosion resistancethermal cut off noefficient heat transfer heating element. power <number> watts operating voltage <number> - <number> volts. rated voltage <number> hz actouch protection coverelegant sturdy bucket hookisi marked <number> pin modeled plugwaterproofheating indicator,"needs accessories,gets water hot in under <number> mins,slightly disappointed,useful,value for your money,havells water heater is an excellent product.,v.nice,this product is very good and easy to use","immersion heaters have changed very little in terms of features or design over the <number> years or so ive been using them. and regardless of which brand name is stamped on them, they look like clones of each other. it was therefore with some excitement that i bought this havells model that had at least three novel features an auto-cut-off facility, a temperature control knob, and a protective plastic cover for that part of the heater users could come into accidental contact with. but quite a bit of my excitement drained away when the heater arrived. i couldnt use it straightaway because it has a cord thats barely a metre long, and it just couldnt reach the <number> a socket it needs to be plugged into. such heavy-duty sockets are normally positioned high in most bathrooms, so that they are easily accessible to any storage water-heaters that may be installed. havells should have made allowances for this and added at least another foot-and-a-half to the cord length. for a large-scale manufacturer, this extra length would have made little difference to the production cost. the product, anyway, is priced a couple of hundred rupees more than other <number> w heaters the mrp being even higher, at rs1000.in my case, therefore, the heater had to be accessorized before it could be used i had to buy a stool that would raise the the bucket off the floor, and thus compensate for the shortness of the cord. and no, it cant be any stool lying around in your home it has to be a stool of a certain height, about <number> inches for me. any taller, and the bucket cant be accommodated under the tap any shorter, and you begin cursing havells again for their miserliness with the cord. the stool took two days to arrive, and i inaugurated the heater a full four days after it was delivered. thank god my old immersion heater was still usable, in spite of its heavily calcified condition.there is yet another problem with this heater though it helpfully allows you to choose between three temperature settings, you dont know what value each setting corresponds to. what does high temperature mean -- <number> degrees celsius seventy i found out the hard way when i set the temperature high, and the heater wouldnt switch itself off for <number> minutes, which is five minutes longer than the time my old heater takes to heat up some <number> litres of water. and by then, the water had turned scaldingly hot. i tried the medium setting the next day, and again had the nasty experience of having to deal with extra hot water. perhaps the right setting is low then. im not sure. neither the product literature that came with the heater nor the havells website has any information that will help you choose the right setting, and stop you burning yourself.so both the innovative features of this heater that made me buy it -- the variable heat setting and the auto-cut-off-- ultimately turned out to be quite useless. i still have to depend on my instinct, and on my experience with my old featureless heater, and manually turn the heater off when i think its done its job.i have a question for other users of this product, or for the manufacturer can the temperature be set to in-between values, something between low and medium, for instance. the way the controlling knob is marked, with several lines between the presets, suggests this is possible. or maybe thats yet another useless feature of this fancy heater. more trial-and-error but should such a basic piece of equipment be so difficult to useupdateafter a weeks use of this heater, id like to add a word of caution for the benefit of other buyers and users. since the heater has its own indicator light, which switches off at the set temperature, you may forget to switch the socket switch off, particularly if the switch is away from the socket, as in some contemporary bathrooms that have all switches bunched together at the bathroom door. if you forget to switch the socket off, and, in the meantime, have removed the heater from the bucket, it will begin to heat up again once the temperature has fallen below the set value. this dry-heating will damage both the heater and wall, if youve hung the heater up. but, more significantly, it will also be extremely hazardous if your body is wet, and theres no one around to switch the socket off for you. this happened to me twice. call me dumb, if you want to, but please be careful.,the product is good and does its work. i didnt find any use of the thermostat feature as though it turns off automatically the low temper in itself is very hot. it take just <number> to <number> mins to get the water be bath ready. further the product says that ilthe rod should not touch the bucket but the product handle is made in such a way that it touches, but that causes no trouble. its not shock proof so dont check temperature of water with it turned on.,product received with some scratchesdont know how inside package product gets scratchesother than that all is okay product is goodand its shock proof for extra safety but no recommended to touch water,value for money,product is good satisfactory, one minor issue the cord is little too hard.,its working as expected. no issues found till now but i have observed the red light is not coming fully. i could see only partial red light is visible. overall best product,nice,this product is very good and easy to use but its plug is of <number> amps which should have been of <number> amps",https://m.media-amazon.com/images/I/31flPimoFpL._SX300_SY300_QL70_FMwebp_.jpg
616,"usb charger, oraimo elite dual port <number> v2.4 a wall charger, usb wall charger adapter for iphone <number> xsxs maxxrx876 plus, ipad proair <number> mini <number> mini <number>, samsung s4 s5, and more","dual port usb wall charger adapteroraimo usb charger with dual ports allow you to charge <number> devices at the same time with the total output of <number> a current. single port allows max <number> a current when connecting only one device. much more convenient and save your time effectively.safe chargingwith the intelligent chip inside, dual usb wall charger matches the current as your devices need automatically. over-current, over-voltage and short-circuit protection also effectively protect your smartphones from damagemulti-protection internal protection mechanisms offers multiple protection against short-circuit, over-temperature, over-current, over-voltage and morewide compatibilitywall charger works for all phones with usb-a cables - iphone <number> mini12 pro12 pro max11 <number> proxrxxs88 plus7 plus766 s5, ipad air, ipad mini, ipad pro, samsung galaxy m30 sa30 sa50 sa10 sa10 em40 a20 ea10 s10 s10 s10 es9 s9 s8 s8 note <number>, google pixel, htc, blu, xiaomi, lg q70 k30 k20 k40 sk50 sg7 g6 g5, blackberry, nokia, motorola, sony, huawei, and any other usb outlet devicesdurable design robust textured casing and premium internal components ensure perfect performance regardless of scrapes, bumps, or drops.","good,nice in value.paracased on two oly,working fine,good product,good one,good one,very good product,decent product, worth every penny","expect it will last long, price wise its a good product. till date its working well.,one slot got out of order and one using now.value of money and second slot of the charger is average to use.,good quality no issues till now working fine with <number> v <number> ampas it is <number> watt charger.,fast charging,yes its very nice,httpsm.media-amazon.comimagesi61 pgvx61 i7 l.sy88.jpg,amazing product. great charging power even two devices connected with the charger. i charged my pixel <number> a and wireless headphone together, both get charged quickly. but issue with the build quality. i once by mistake sat in the charger and the socket end of it broke from the edges and came out completely. i had to fix that with a fevi quick. now working fine . overall a very good product. dont think, just go for it.,its a good product for this price range. works fine.",https://m.media-amazon.com/images/I/41v82KfCUuL._SX300_SY300_QL70_ML2_.jpg
619,sounce gold plated <number> mm headphone splitter for computer <number> male to <number> female <number> mm headphone mic audio y splitter cable smartphone headset to pc adapter,"wide-ranging use the cable features one <number> mm female and two <number> mm male connectors, enabling you to connect a <number>-position headset with audio and microphone input to your pc or laptop.pure essentials <number> k gold-plated contacts, pure metal housing, strong nylon-braided exterior, secure-fit design, and oxygen-free copper wiring,to ensure to present.superb performance connect a <number>-position headset to a computer that has separate microphone and audio ports. metallic housing which makes it easily survive everyday usage.strong braided exterior creates a durable design. its our first time to use fishing-wire-kind materials braiding with audio cables for maximum protection.quality the jack itself has additional insulation which helps in the durability of the product during multiple plug-in and plug-out maneuvers and keeps the interference to minimum.","recommended !,good product,please wire quality improve karo,value for money product.,amazing performance great quality,a lot of noise when mic is plugged in.,great product,good","i bought this splitter for <number> rupees. i did not find any issue with this product. i am using my wired realme buds <number> earphone and msi gf63 laptop to test it. my feedbacksmy mic is working properly.no issue with left and right sound.build quality is also not bad, splitter used flat cable which seems durable.recommended ,good product overall. i needed this type of adapter for connecting my mobile headset to my pc for listening recording so its working well on my pc but only problem is if the earphone jack is inserted fully to the line out socket of pc front side, the sound is very low so it needs to be inserted <number> only in that way full maximum sound coming,httpsm.media-amazon.comimagesi61 ytyj9 ba7 l.sy88.jpg,good working with boya m1 mike.,when i decided to buy this, i found this with good reviews and amazon recommended. after using it for many months, there is no disturbance in the quality, both mic and sound.since i use laptop and desktop with same earphone, i need to frequently connect and remove the earphone from the cable, the cable is connected to desktop, to connect the earphone directly in laptop, having done this so many times there is no issue when it comes to quality.i have recommended this to my colleagues and they also have liked the performance.you can buy this without hesitation.,the headphone jack works well, but when i put the mic jack in the pc, it creates a lot of noise which i am easily able to hear. it causes a bit of irritation sometimes. elsewise the product is quite good,great product and really durable.,good product",https://m.media-amazon.com/images/I/41jmiwgyu8L._SX300_SY300_QL70_ML2_.jpg
622,hul pureit eco water saver mineral rouvmf as wall mountedcounter top black <number> l water purifier,"color black, capacity <number> litres, power <number> watts, input water temperature <number> to <number> c, operative input voltage <number> <number> v50 hz, material tank type food grade engineered plasticthis water purifier provides advanced <number> stage purification to ensure <number> ro water. it enriches water with essential minerals to provide safe and sweet drinking watercan be used for tds up to <number> ppm. designed to treat multiple sources of water borewell, tanker, or tap water.included in the box water purifier, installation kit, external sediment filterinstallation free installation is provided by the brand. please wait for <number> hrs for the brand to contact you post-delivery for metro cities. for others, please wait for <number> hrs for the brand to contact you post-delivery.product dimensions length <number> cm x width <number> cm x height <number> cm warranty <number> year on the product consumables additional accessories are not covered in warrantyhul pureit eco water saver is the highest water-saving ro with a recovery rate of upto <number>. it helps you save upto <number> glasses of water daily compared to using other ordinary ros included components water purifier, installation kit, warranty card purification method ultravioletreverse osmosis warranty description <number> year warranty provided by the manufacturer from date of purchasepurification method ultravioletreverse osmosis warranty description <number> year warranty provided by the manufacturer from date of purchase included components water purifier, installation kit, warranty card","sound is pretty annoying,best normal water purifier,good product,good,good,perfect product for a small family..,its a nice mid budget by product.,great product truely satisfied","httpsm.media-amazon.comimageswwebp402378-t2 imagesi71 udr616 rpl.sy88.jpg,our mission is to purify drinking water and make it safe to drink. in that case this eco water saver <number> l is very useful. tds of my bore well water is <number> ppm and tds of purified water is <number> ppm and test very good. rejected water is <number> out of <number> company is very careful in terms of service but local service is lax. it is our misfortune that there is no service agent in our district <number>,3 headquarters. i am very happy and will tell everyone to buy. thank you amazon.,yes,the product is good and installation was very good. the service providers behaviour was vry good overall very good experience,good,good product by timely delivery of amazon. instalation took <number> days time but pureit sent a very humble and knowledgeble person for installation.thanks team amazon and pureit for delivery and installation of good quality product at affordable price,the tap for water dispenser is at the mid of the purifier. by that i mean, when the product is wall mounted, the tap of the purifier is also at a height causing a bit of inconvenience.rest, its a nice mid budget product.,good product great company service support hul keep it up",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41ut+j+REdL._SY300_SX300_.jpg
